"","article","sentence"
"1735","The interpretation of IPCC probabilistic statements around the world_2014_A+158","The two Arabic-speaking samples (Egypt and Israel) were considerably younger and male dominated than the other samples, so they are excluded from the main analyses based on 25 samples and 10,239 respondents."
"1736","The interpretation of IPCC probabilistic statements around the world_2014_A+161","Participants in each country were randomly assigned to one of two groups: Translation and Verbal-Numerical (VN)."
"1737","The interpretation of IPCC probabilistic statements around the world_2014_A+162","The difference between them was the way probability phrases were presented."
"1738","The interpretation of IPCC probabilistic statements around the world_2014_A+163","The Translation group saw the IPCC items as they appear in the text of the report."
"1739","The interpretation of IPCC probabilistic statements around the world_2014_A+164","The translation table was described in the instructions and accessible throughout the study (Supplementary Appendix 4)."
"1740","The interpretation of IPCC probabilistic statements around the world_2014_A+165","On average subjects in the Translation condition clicked to show the IPCC guidelines 14% (about 1 out of 8 items) of the time."
"1741","The interpretation of IPCC probabilistic statements around the world_2014_A+166","The rate was quite uniform across countries (between 10 and 20%) with two exceptions: Taiwan 25% at one end, and Korea 5% at the other."
"1742","The interpretation of IPCC probabilistic statements around the world_2014_A+168","For example, in the sentence ‘It is very likely that hot extremes, heat waves, and heavy precipitation events will continue to become more frequent' the probability phrase was presented as ‘Very likely (>90%)' in the VN group."
"1743","The interpretation of IPCC probabilistic statements around the world_2014_A+169","The order of components was randomized within each group according to the following scheme: half of the participants started with IPCC items followed by the questionnaires about experiences, attitudes and knowledge; the other half started with these questionnaires followed by IPCC items."
"1744","The interpretation of IPCC probabilistic statements around the world_2014_A+170","The numeracy scale, the context-free judgments of the probability phrases and demographics were administered at the end of the surveys in both groups."
"1745","The interpretation of IPCC probabilistic statements around the world_2014_A+171","Received 5 October 2013; accepted 11 March 2014; published online 20 April 2014 References Pew Research Center for the People and the Press."
"1746","The interpretation of IPCC probabilistic statements around the world_2014_A+172","Scientific achievements less prominent than a decade ago: Public praise science; Scientistsfaultpublic, media."
"1747","The interpretation of IPCC probabilistic statements around the world_2014_A+190","Improving communication of uncertainty in the reports of the Intergovernmental Panel on Climate Change."
"1748","The interpretation of IPCC probabilistic statements around the world_2014_A+198","Effective communication of uncertainty in the IPCC reports: A nationally representative survey."
"1749","The interpretation of IPCC probabilistic statements around the world_2014_A+204","A review of human linguistic probability processing: general principles and empirical evidence."
"1750","The interpretation of IPCC probabilistic statements around the world_2014_A+211","& Brun, W. in Thinking: Psychological Perspectives on Reasoning, Judgment, and Decision Making (eds Hardman, D."
"1751","The interpretation of IPCC probabilistic statements around the world_2014_A+216","Rarely occurring headaches and rarely occurring blindness: Is rarely = rarely?"
"1752","The interpretation of IPCC probabilistic statements around the world_2014_A+217","The meaning of verbal frequentistic labels in specific medical contexts."
"1753","The interpretation of IPCC probabilistic statements around the world_2014_A+227","Base rate effects on the interpretations of probability and frequency expressions."
"1754","The interpretation of IPCC probabilistic statements around the world_2014_A+235","Contextual effects in the interpretations of probability words: Perceived base rate and severity of events."
"1755","The interpretation of IPCC probabilistic statements around the world_2014_A+247","Some effects of vocabulary and communication task on the understanding and use of vague probability expressions."
"1756","The interpretation of IPCC probabilistic statements around the world_2014_A+264","Verbal versus numerical probabilities: Efficiency, biases, and the preference paradox."
"1757","The interpretation of IPCC probabilistic statements around the world_2014_A+275","Preferences and reasons for communicating probabilistic information in numerical or verbal terms."
"1758","The interpretation of IPCC probabilistic statements around the world_2014_A+282","Motivated reasoning and verbal versus numerical probability assessment: Evidence from an accounting context."
"1759","The interpretation of IPCC probabilistic statements around the world_2014_A+292","Decisions based on numerically and verbally expressed uncertainties."
"1760","The interpretation of IPCC probabilistic statements around the world_2014_A+304","Predicting the directionality of probability words from their membership functions."
"1761","The interpretation of IPCC probabilistic statements around the world_2014_A+313","Combining stochastic uncertainty and linguistic inexactness: Theory and experimental evaluation of four fuzzy probability models."
